tanggal,uraian_kegiatan,merek_1,jenis_1,isi_1,hje_1,tarif_1,no_dok_1,tgl_dok_1,keping_1,merek_2,jenis_2,isi_2,hje_2,tarif_2,no_dok_2,tgl_dok_2,keping_2,merek_3,jenis_3,isi_3,hje_3,tarif_3,no_dok_3,tgl_dok_3,keping_3,keterangan
2026-05-13,Saldo Awal,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AWAL-HARIAN,2026-05-13,180700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AWAL-HARIAN,2026-05-13,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AWAL-HARIAN,2026-05-13,143800,Saldo awal mengikuti Excel STOK AWAL
2026-05-13,Penerimaan (+),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada penerimaan CK-1
2026-05-13,Pemakaian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,PRODUKSI EXCEL / CK4C KONTROL,2026-05-13,50000,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,PRODUKSI EXCEL / CK4C KONTROL,2026-05-13,4600,Kredit mengikuti Excel PRODUKSI; CK4C sebagai kontrol silang
2026-05-13,Pengembalian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada pengembalian
2026-05-13,Saldo Akhir Kontrol,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AKHIR-EXCEL,2026-05-13,130700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AKHIR-EXCEL,2026-05-13,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AKHIR-EXCEL,2026-05-13,139200,Saldo akhir mengikuti Excel STOK AKHIR
2026-05-14,Saldo Awal,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AWAL-HARIAN,2026-05-14,130700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AWAL-HARIAN,2026-05-14,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AWAL-HARIAN,2026-05-14,139200,Saldo awal mengikuti Excel STOK AWAL
2026-05-14,Penerimaan (+),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada penerimaan CK-1
2026-05-14,Pemakaian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada produksi/pemakaian pita
2026-05-14,Pengembalian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada pengembalian
2026-05-14,Saldo Akhir Kontrol,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AKHIR-EXCEL,2026-05-14,130700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AKHIR-EXCEL,2026-05-14,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AKHIR-EXCEL,2026-05-14,139200,Saldo akhir mengikuti Excel STOK AKHIR
2026-05-15,Saldo Awal,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AWAL-HARIAN,2026-05-15,130700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AWAL-HARIAN,2026-05-15,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AWAL-HARIAN,2026-05-15,139200,Saldo awal mengikuti Excel STOK AWAL
2026-05-15,Penerimaan (+),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada penerimaan CK-1
2026-05-15,Pemakaian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,PRODUKSI EXCEL / CK4C KONTROL,2026-05-15,56000,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Kredit mengikuti Excel PRODUKSI; CK4C sebagai kontrol silang
2026-05-15,Pengembalian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada pengembalian
2026-05-15,Saldo Akhir Kontrol,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AKHIR-EXCEL,2026-05-15,74700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AKHIR-EXCEL,2026-05-15,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AKHIR-EXCEL,2026-05-15,139200,Saldo akhir mengikuti Excel STOK AKHIR
2026-05-18,Saldo Awal,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AWAL-HARIAN,2026-05-18,74700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AWAL-HARIAN,2026-05-18,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AWAL-HARIAN,2026-05-18,139200,Saldo awal mengikuti Excel STOK AWAL
2026-05-18,Penerimaan (+),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,CK-1 900716,2026-05-18,180000,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,CK-1 900716,2026-05-18,60000,Debet mengikuti Excel MASUK; dokumen CK-1 No 900716 tanggal 18 Mei 2026
2026-05-18,Pemakaian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,PRODUKSI EXCEL / CK4C KONTROL,2026-05-18,21000,Kredit mengikuti Excel PRODUKSI; TUD tidak memakai pita; CK4C sebagai kontrol silang
2026-05-18,Pengembalian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada pengembalian
2026-05-18,Saldo Akhir Kontrol,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AKHIR-EXCEL,2026-05-18,254700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AKHIR-EXCEL,2026-05-18,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AKHIR-EXCEL,2026-05-18,178200,Saldo akhir mengikuti Excel STOK AKHIR
2026-05-19,Saldo Awal,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AWAL-HARIAN,2026-05-19,254700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AWAL-HARIAN,2026-05-19,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AWAL-HARIAN,2026-05-19,178200,Saldo awal mengikuti Excel STOK AWAL
2026-05-19,Penerimaan (+),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada penerimaan CK-1
2026-05-19,Pemakaian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,PRODUKSI EXCEL / CK4C KONTROL,2026-05-19,36000,Kredit mengikuti Excel PRODUKSI; CK4C sebagai kontrol silang
2026-05-19,Pengembalian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada pengembalian
2026-05-19,Saldo Akhir Kontrol,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AKHIR-EXCEL,2026-05-19,254700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AKHIR-EXCEL,2026-05-19,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AKHIR-EXCEL,2026-05-19,142200,Saldo akhir mengikuti Excel STOK AKHIR
2026-05-20,Saldo Awal,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AWAL-HARIAN,2026-05-20,254700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AWAL-HARIAN,2026-05-20,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AWAL-HARIAN,2026-05-20,142200,Saldo awal mengikuti Excel STOK AWAL
2026-05-20,Penerimaan (+),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada penerimaan CK-1
2026-05-20,Pemakaian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,PRODUKSI EXCEL / CK4C KONTROL,2026-05-20,33600,Kredit mengikuti Excel PRODUKSI; CK4C sebagai kontrol silang
2026-05-20,Pengembalian (-),PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,-,,0,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,-,,0,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,-,,0,Tidak ada pengembalian
2026-05-20,Saldo Akhir Kontrol,PITA 99 & 77 / GCC 99 isi 12,SKT,12,10325,122,SALDO-AKHIR-EXCEL,2026-05-20,254700,PITA REFILL / Cengkeh Refill isi 12,SKT,12,10500,122,SALDO-AKHIR-EXCEL,2026-05-20,9970,PITA 16 / New GCC 99 isi 16,SKT,16,13775,122,SALDO-AKHIR-EXCEL,2026-05-20,108600,Saldo akhir mengikuti Excel STOK AKHIR; angka final kontrol pita per 20 Mei
2026-05-18,Saldo Awal,TIS - D'CLOVE,TIS,1000,55000,,SALDO-AWAL-TIS,2026-05-18,0,,,,,,,,,,,,,,,,Saldo awal TIS belum ada di data pita
2026-05-18,Penerimaan (+),TIS - D'CLOVE,TIS,1000,55000,,CK-1 900724,2026-05-18,2800,,,,,,,,,,,,,,,,Debet dari CK-1 TIS No 900724 tanggal 18 Mei 2026
2026-05-20,Pemakaian (-),TIS - D'CLOVE,TIS,1000,55000,,CK4C-PEMAKAIAN-TIS,2026-05-20,0,,,,,,,,,,,,,,,,Belum ada kredit/pemakaian TIS dari CK4C berjalan
2026-05-20,Pengembalian (-),TIS - D'CLOVE,TIS,1000,55000,,-,,0,,,,,,,,,,,,,,,,Tidak ada pengembalian TIS tercatat
2026-05-20,Saldo Akhir Kontrol,TIS - D'CLOVE,TIS,1000,55000,,SALDO-AKHIR-TIS,2026-05-20,2800,,,,,,,,,,,,,,,,Saldo akhir kontrol TIS
